[51, 23, 80, 94, 98]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0010006427764892578
500,0.001999378204345703
750,0.002000093460083008
1000,0.0029997825622558594
1000,0.0030002593994140625
2000,0.00599980354309082
3000,0.009999990463256836
10000,0.03699946403503418
20000,0.07699990272521973
40000,0.1660001277923584
50000,0.21100401878356934
90000,0.4049968719482422
100000,0.4490346908569336
200000,0.9529683589935303
300000,1.4680030345916748
400000,1.988999605178833
500000,2.603043556213379
600000,3.0979666709899902
700000,3.6400015354156494
800000,4.186990737915039
900000,4.744001150131226
1000000,5.3070008754730225
