[13, 18, 95, 91, 47]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0010006427764892578
200,0.0
500,0.00099945068359375
750,0.0020003318786621094
1000,0.0029985904693603516
1000,0.002999544143676758
2000,0.005999326705932617
3000,0.010000467300415039
10000,0.03700089454650879
20000,0.07900047302246094
40000,0.16500043869018555
50000,0.21199679374694824
90000,0.4100470542907715
100000,0.452988862991333
200000,0.9529657363891602
300000,1.468998908996582
400000,2.000997304916382
500000,2.5360474586486816
600000,3.1049962043762207
700000,3.652967929840088
800000,4.207046031951904
900000,4.7629687786102295
1000000,5.301998615264893
