[20, 76, 37, 4, 92]
10,0.0010025501251220703
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0
500,0.0
750,0.0010304450988769531
1000,0.0019998550415039062
1000,0.0009999275207519531
2000,0.001995086669921875
3000,0.003001689910888672
10000,0.01000213623046875
20000,0.021041154861450195
40000,0.03899693489074707
50000,0.04999518394470215
90000,0.09099078178405762
100000,0.0900106430053711
200000,0.20400309562683105
300000,0.2759995460510254
400000,0.4440004825592041
500000,0.436997652053833
600000,0.5540006160736084
700000,0.6870005130767822
800000,0.7510037422180176
900000,0.8830006122589111
1000000,1.2309980392456055
