[43, 89, 52, 74, 41]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0009982585906982422
200,0.0
500,0.0009963512420654297
750,0.0029993057250976562
1000,0.0029687881469726562
1000,0.00299835205078125
2000,0.005996227264404297
3000,0.010001420974731445
10000,0.03699779510498047
20000,0.07899856567382812
40000,0.1669902801513672
50000,0.21500134468078613
90000,0.41201043128967285
100000,0.4589877128601074
200000,0.9559988975524902
300000,1.475989818572998
400000,2.008000612258911
500000,2.5419909954071045
600000,3.0949652194976807
700000,3.647037982940674
800000,4.2209978103637695
900000,4.7739996910095215
1000000,5.342986345291138
