[79, 55, 0, 49, 99]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0009999275207519531
200,0.0
500,0.0010333061218261719
750,0.001967191696166992
1000,0.003001689910888672
1000,0.003000020980834961
2000,0.006033182144165039
3000,0.008999824523925781
10000,0.03799891471862793
20000,0.07999992370605469
40000,0.17200016975402832
50000,0.2219984531402588
90000,0.4269993305206299
100000,0.46399950981140137
200000,0.977003812789917
300000,1.512967586517334
400000,2.093000650405884
500000,2.7180016040802
600000,3.2389988899230957
700000,3.7680017948150635
800000,4.392078876495361
900000,5.091174364089966
1000000,5.565043210983276
