[42, 12, 95, 54, 79]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0
500,0.0
750,0.0009999275207519531
1000,0.002000093460083008
1000,0.0009999275207519531
2000,0.002000093460083008
3000,0.0030002593994140625
10000,0.009000301361083984
20000,0.021000385284423828
40000,0.042000770568847656
50000,0.04600071907043457
90000,0.07700014114379883
100000,0.09500241279602051
200000,0.18400120735168457
300000,0.30900049209594727
400000,0.4349546432495117
500000,0.45403504371643066
600000,0.5409905910491943
700000,0.6719925403594971
800000,0.9820120334625244
900000,0.8429901599884033
1000000,1.0719592571258545
