[41, 15, 4, 24, 12]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0
500,0.0019998550415039062
750,0.0020003318786621094
1000,0.002999544143676758
1000,0.003000020980834961
2000,0.00599980354309082
3000,0.009999990463256836
10000,0.03699994087219238
20000,0.07799983024597168
40000,0.16499948501586914
50000,0.21299982070922852
90000,0.4010028839111328
100000,0.44699978828430176
200000,0.9489977359771729
300000,1.474001169204712
400000,1.9890038967132568
500000,2.520000696182251
600000,3.083000421524048
700000,3.6560416221618652
800000,4.200967073440552
900000,4.7659900188446045
1000000,5.34596586227417
