[37, 83, 25, 36, 16]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0
500,0.0009999275207519531
750,0.0
1000,0.0009999275207519531
1000,0.0009999275207519531
2000,0.0010001659393310547
3000,0.003000497817993164
10000,0.008000373840332031
20000,0.01800084114074707
40000,0.03500080108642578
50000,0.044001102447509766
90000,0.10000038146972656
100000,0.08800029754638672
200000,0.18400335311889648
300000,0.28300023078918457
400000,0.42195820808410645
500000,0.5030016899108887
600000,0.610999345779419
700000,0.6890082359313965
800000,0.7990102767944336
900000,0.99601149559021
1000000,1.0999693870544434
