[54, 55, 66, 42, 67]
10,0.0
15,0.0
20,0.0
25,0.0
50,0.0
100,0.0
200,0.0009653568267822266
500,0.0
750,0.0009658336639404297
1000,0.0010128021240234375
1000,0.002022266387939453
2000,0.0020132064819335938
3000,0.003000497817993164
10000,0.009999275207519531
20000,0.018969058990478516
40000,0.0410003662109375
50000,0.05500197410583496
90000,0.09799647331237793
100000,0.10252618789672852
100000,0.1009669303894043
200000,0.21500015258789062
300000,0.2810037136077881
400000,0.4051187038421631
500000,0.6430027484893799
600000,0.8009681701660156
700000,0.9479677677154541
800000,0.9389667510986328
900000,1.0269992351531982
1000000,1.3611226081848145
