[0, 26, 10, 82, 69]
10,0.0
15,0.0
20,0.0
25,0.0009999275207519531
50,0.0
100,0.0
200,0.0
500,0.0
750,0.0009999275207519531
1000,0.0010006427764892578
1000,0.0009970664978027344
2000,0.0010025501251220703
3000,0.0030312538146972656
10000,0.009000062942504883
20000,0.01801156997680664
40000,0.03799915313720703
50000,0.04699850082397461
90000,0.09199762344360352
100000,0.10701155662536621
200000,0.21299433708190918
300000,0.34798717498779297
400000,0.36500024795532227
500000,0.4650130271911621
600000,0.5990111827850342
700000,0.665001392364502
800000,0.7749905586242676
900000,0.9229981899261475
1000000,0.9869983196258545
